number,type,title,author,author_type,author_association,state,created_at,closed_at,updated_at,age_hours_to_close,closed_within_10m,comments,labels,html_url,first_close_actor,first_close_at,first_close_seconds_after_create,auto_closed_by_github_actions_within_10m,first_reopen_after_first_close_actor,first_reopen_after_first_close_at,reopened_after_auto_close,first_close_after_reopen_actor,first_close_after_reopen_at,reclosed_after_auto_reopen,state_event_sequence,accepted_by_reopen_or_main_reference,acted_on_by_main_reference,acted_on_without_reopen,main_commit_refs,merged_pr_refs,acceptance_sources
3020,issue,feat: add stream idle timeout watchdog for streaming providers,weihao-m,User,NONE,closed,2026-04-10T23:04:57Z,2026-04-10T23:05:04Z,2026-04-24T05:43:41Z,0.002,yes,2,,https://github.com/earendil-works/pi/issues/3020,github-actions[bot],2026-04-10T23:05:04Z,7,yes,,,no,,,no,closed:github-actions[bot]:2026-04-10T23:05:04Z,no,no,no,,,
3021,issue,pi.* calls target disposed session after ctx.newSession() in extension command handlers,alennartz,User,NONE,closed,2026-04-10T23:24:27Z,2026-04-16T23:16:40Z,2026-04-16T23:16:40Z,143.870,no,3,,https://github.com/earendil-works/pi/issues/3021,github-actions[bot],2026-04-10T23:24:35Z,8,yes,badlogic,2026-04-11T14:46:54Z,yes,badlogic,2026-04-16T23:16:40Z,yes,closed:github-actions[bot]:2026-04-10T23:24:35Z|reopened:badlogic:2026-04-11T14:46:54Z|closed:badlogic:2026-04-16T23:16:40Z,yes,no,no,,,reopened:2026-04-11T14:46:54Z:badlogic
3022,issue,gemma4:31b-cloud multimodal model can't 'see' images,christroutner,User,NONE,closed,2026-04-11T01:10:19Z,2026-04-16T23:14:43Z,2026-04-17T15:25:01Z,142.073,no,6,bug|inprogress,https://github.com/earendil-works/pi/issues/3022,github-actions[bot],2026-04-11T01:10:31Z,12,yes,badlogic,2026-04-11T14:46:02Z,yes,badlogic,2026-04-16T23:14:43Z,yes,closed:github-actions[bot]:2026-04-11T01:10:31Z|reopened:badlogic:2026-04-11T14:46:02Z|closed:badlogic:2026-04-16T23:14:43Z,yes,no,no,,,reopened:2026-04-11T14:46:02Z:badlogic
3023,issue,Deploy Pi Coding Agent to Cloud (GCP),shanexi,User,NONE,closed,2026-04-11T06:08:21Z,2026-04-11T06:08:29Z,2026-04-11T14:46:21Z,0.002,yes,2,,https://github.com/earendil-works/pi/issues/3023,github-actions[bot],2026-04-11T06:08:29Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T06:08:29Z,no,no,no,,,
3026,issue,Context status display doesn't track with /tree,mindplay-dk,User,NONE,closed,2026-04-11T11:18:07Z,2026-04-11T11:18:16Z,2026-04-13T06:55:26Z,0.003,yes,3,bug,https://github.com/earendil-works/pi/issues/3026,github-actions[bot],2026-04-11T11:18:16Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T11:18:16Z,no,no,no,,,
3027,issue,fix fake git update notifications,burneikis,User,NONE,closed,2026-04-11T11:27:55Z,2026-04-17T14:45:11Z,2026-04-17T14:45:11Z,147.288,no,3,,https://github.com/earendil-works/pi/issues/3027,github-actions[bot],2026-04-11T11:28:02Z,7,yes,badlogic,2026-04-11T14:44:14Z,yes,badlogic,2026-04-17T14:45:12Z,yes,closed:github-actions[bot]:2026-04-11T11:28:02Z|reopened:badlogic:2026-04-11T14:44:14Z|closed:badlogic:2026-04-17T14:45:12Z,yes,yes,no,3cea63cf293bbf59500d716cd8d308b670ccfc2e@2026-04-17T16:45:05+02:00,,reopened:2026-04-11T14:44:14Z:badlogic|main_commit:3cea63cf293bbf59500d716cd8d308b670ccfc2e:2026-04-17T16:45:05+02:00
3028,issue,[OTEL] Task 0123-01: ai telemetry types and root exports,lmasiero,User,NONE,closed,2026-04-11T13:25:42Z,2026-04-11T13:25:49Z,2026-04-11T13:25:49Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3028,github-actions[bot],2026-04-11T13:25:49Z,7,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:25:49Z,no,no,no,,,
3029,issue,[OTEL] Task 0123-02: ai span attributes and status semantics,lmasiero,User,NONE,closed,2026-04-11T13:25:44Z,2026-04-11T13:25:51Z,2026-04-11T13:25:51Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3029,github-actions[bot],2026-04-11T13:25:51Z,7,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:25:51Z,no,no,no,,,
3030,issue,[OTEL] Task 0123-03: ai telemetry tests,lmasiero,User,NONE,closed,2026-04-11T13:25:45Z,2026-04-11T13:25:56Z,2026-04-11T13:25:56Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3030,github-actions[bot],2026-04-11T13:25:56Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:25:56Z,no,no,no,,,
3031,issue,"[OTEL] Task 0123-04: ai docs, package hygiene, changelog",lmasiero,User,NONE,closed,2026-04-11T13:25:47Z,2026-04-11T13:25:58Z,2026-04-11T13:25:58Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3031,github-actions[bot],2026-04-11T13:25:58Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:25:58Z,no,no,no,,,
3032,issue,[OTEL] Task 0123-05: agent telemetry config types,lmasiero,User,NONE,closed,2026-04-11T13:25:49Z,2026-04-11T13:25:59Z,2026-04-11T13:25:59Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3032,github-actions[bot],2026-04-11T13:25:59Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:25:59Z,no,no,no,,,
3033,issue,[OTEL] Task 0123-06: agent run/turn/tool spans,lmasiero,User,NONE,closed,2026-04-11T13:25:51Z,2026-04-11T13:25:59Z,2026-04-11T13:25:59Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3033,github-actions[bot],2026-04-11T13:25:59Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:25:59Z,no,no,no,,,
3034,issue,[OTEL] Task 0123-07: agent telemetry tests,lmasiero,User,NONE,closed,2026-04-11T13:25:52Z,2026-04-11T13:26:04Z,2026-04-11T13:26:04Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3034,github-actions[bot],2026-04-11T13:26:04Z,12,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:04Z,no,no,no,,,
3035,issue,[OTEL] Task 0123-08: agent docs and changelog,lmasiero,User,NONE,closed,2026-04-11T13:25:54Z,2026-04-11T13:26:06Z,2026-04-11T13:26:06Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3035,github-actions[bot],2026-04-11T13:26:06Z,12,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:06Z,no,no,no,,,
3036,issue,[OTEL] Task 0123-09: coding-agent SDK telemetry plumbing,lmasiero,User,NONE,closed,2026-04-11T13:25:56Z,2026-04-11T13:26:03Z,2026-04-11T13:26:03Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3036,github-actions[bot],2026-04-11T13:26:03Z,7,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:03Z,no,no,no,,,
3037,issue,[OTEL] Task 0123-10: coding-agent Langfuse OTEL example,lmasiero,User,NONE,closed,2026-04-11T13:25:57Z,2026-04-11T13:26:08Z,2026-04-11T13:26:08Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3037,github-actions[bot],2026-04-11T13:26:08Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:08Z,no,no,no,,,
3038,issue,[OTEL] Task 0123-11: coding-agent telemetry tests,lmasiero,User,NONE,closed,2026-04-11T13:25:59Z,2026-04-11T13:26:07Z,2026-04-11T13:26:07Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3038,github-actions[bot],2026-04-11T13:26:07Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:07Z,no,no,no,,,
3039,issue,[OTEL] Task 0123-12: coding-agent docs and changelog,lmasiero,User,NONE,closed,2026-04-11T13:26:01Z,2026-04-11T13:26:11Z,2026-04-11T13:26:11Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3039,github-actions[bot],2026-04-11T13:26:11Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:11Z,no,no,no,,,
3040,issue,[OTEL] Task 0123-13: final verification and check run,lmasiero,User,NONE,closed,2026-04-11T13:26:03Z,2026-04-11T13:26:12Z,2026-04-11T14:41:59Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3040,github-actions[bot],2026-04-11T13:26:12Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T13:26:12Z,no,no,no,,,
3041,issue,Stale models.generated.ts — newly released models invisible to users,iRonin,User,NONE,closed,2026-04-11T14:18:12Z,2026-04-11T14:18:20Z,2026-04-11T14:18:20Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3041,github-actions[bot],2026-04-11T14:18:21Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T14:18:21Z,no,no,no,,,
3042,issue,Partial model match prefers model:variant over base model — silently selects wrong variant,iRonin,User,NONE,closed,2026-04-11T14:18:21Z,2026-04-11T14:18:28Z,2026-04-11T14:18:28Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3042,github-actions[bot],2026-04-11T14:18:28Z,7,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T14:18:28Z,no,no,no,,,
3043,issue,models.json: adding custom models to an already-authenticated provider requires redundant apiKey with unhelpful error,iRonin,User,NONE,closed,2026-04-11T14:18:22Z,2026-04-11T14:18:33Z,2026-04-11T14:18:33Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3043,github-actions[bot],2026-04-11T14:18:33Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T14:18:33Z,no,no,no,,,
3044,issue,models.json custom models for extension-registered providers are silently wiped on registerProvider(),iRonin,User,NONE,closed,2026-04-11T14:18:24Z,2026-04-11T14:18:33Z,2026-04-11T14:41:05Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3044,github-actions[bot],2026-04-11T14:18:33Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T14:18:33Z,no,no,no,,,
3050,issue,Package Report: oh-pi,aeamaea,User,NONE,closed,2026-04-11T14:30:22Z,2026-04-11T14:30:32Z,2026-04-11T14:30:32Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3050,github-actions[bot],2026-04-11T14:30:32Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T14:30:32Z,no,no,no,,,
3051,issue,"coding-agent: bash tool records grep/diff exit 1 (""no match"") as `isError: true`",keambar,User,NONE,closed,2026-04-11T14:41:34Z,2026-04-16T23:49:42Z,2026-04-19T08:54:49Z,129.136,no,4,bug|inprogress,https://github.com/earendil-works/pi/issues/3051,github-actions[bot],2026-04-11T14:41:44Z,10,yes,badlogic,2026-04-11T15:13:30Z,yes,badlogic,2026-04-16T23:49:43Z,yes,closed:github-actions[bot]:2026-04-11T14:41:44Z|reopened:badlogic:2026-04-11T15:13:30Z|closed:badlogic:2026-04-16T23:49:43Z,yes,yes,no,e9808b58547925d7e87b0ecac7712850e242ed2c@2026-04-17T01:49:34+02:00,,reopened:2026-04-11T15:13:30Z:badlogic|main_commit:e9808b58547925d7e87b0ecac7712850e242ed2c:2026-04-17T01:49:34+02:00
3052,issue,Add configurable sourceInfoStyle setting for autocomplete tags,jvortmann,User,NONE,closed,2026-04-11T15:38:06Z,2026-04-11T15:38:19Z,2026-04-13T13:46:45Z,0.004,yes,2,,https://github.com/earendil-works/pi/issues/3052,github-actions[bot],2026-04-11T15:38:19Z,13,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T15:38:19Z,no,no,no,,,
3053,issue,openai-completions.ts — toolMsg.content.filter is not a function with non-standard OpenAI-compatible providers,hotepfederales-creator,User,NONE,closed,2026-04-11T17:30:02Z,2026-04-11T17:30:13Z,2026-04-12T08:18:47Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3053,github-actions[bot],2026-04-11T17:30:13Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T17:30:13Z,no,no,no,,,
3055,issue,Crash in CombinedAutocompleteProvider when handling non-string values,cedric-pham,User,NONE,closed,2026-04-11T18:38:56Z,2026-04-11T18:39:08Z,2026-04-11T18:39:08Z,0.003,yes,1,possibly-openclaw-clanker,https://github.com/earendil-works/pi/issues/3055,github-actions[bot],2026-04-11T18:39:08Z,12,yes,,,no,,,no,closed:github-actions[bot]:2026-04-11T18:39:08Z,no,no,no,,,
3057,issue,Detached bash child processes leak as orphans when terminal is closed,singatias,User,NONE,closed,2026-04-11T21:46:52Z,2026-04-15T22:16:13Z,2026-04-15T22:16:13Z,96.489,no,3,,https://github.com/earendil-works/pi/issues/3057,github-actions[bot],2026-04-11T21:47:04Z,12,yes,badlogic,2026-04-13T08:46:33Z,yes,mitsuhiko,2026-04-15T22:16:13Z,yes,closed:github-actions[bot]:2026-04-11T21:47:04Z|reopened:badlogic:2026-04-13T08:46:33Z|closed:mitsuhiko:2026-04-15T22:16:13Z,yes,no,no,,,reopened:2026-04-13T08:46:33Z:badlogic
3059,issue,QOL improvements to `questionnaire` extension,emmaneugene,User,NONE,closed,2026-04-12T02:15:57Z,2026-04-12T02:16:07Z,2026-04-21T10:29:18Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3059,github-actions[bot],2026-04-12T02:16:07Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T02:16:07Z,no,no,no,,,
3060,issue,Compaction fails with gpt-5  models,nicocasaisd,User,NONE,closed,2026-04-12T03:10:02Z,2026-04-12T03:10:11Z,2026-04-12T03:10:11Z,0.003,yes,1,bug,https://github.com/earendil-works/pi/issues/3060,github-actions[bot],2026-04-12T03:10:11Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T03:10:11Z,no,no,no,,,
3061,issue,GLM-5 OpenRouter catalog entry has maxTokens > contextWindow; compaction sends impossible max_tokens,tdimino,User,NONE,closed,2026-04-12T03:17:36Z,2026-04-15T20:21:38Z,2026-04-15T20:23:13Z,89.067,no,3,,https://github.com/earendil-works/pi/issues/3061,github-actions[bot],2026-04-12T03:17:45Z,9,yes,badlogic,2026-04-12T08:13:40Z,yes,mitsuhiko,2026-04-15T20:21:39Z,yes,closed:github-actions[bot]:2026-04-12T03:17:45Z|reopened:badlogic:2026-04-12T08:13:40Z|closed:mitsuhiko:2026-04-15T20:21:39Z,yes,no,no,,,reopened:2026-04-12T08:13:40Z:badlogic
3062,issue,Add async-tasks example extension,a120209520,User,NONE,closed,2026-04-12T05:09:38Z,2026-04-12T05:09:45Z,2026-04-13T02:33:31Z,0.002,yes,2,,https://github.com/earendil-works/pi/issues/3062,github-actions[bot],2026-04-12T05:09:45Z,7,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T05:09:45Z,no,no,no,,,
3064,issue,pi update reinstalls npm packages every time,sinamtz,User,NONE,closed,2026-04-12T06:17:27Z,2026-04-12T06:17:38Z,2026-04-12T06:19:32Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3064,github-actions[bot],2026-04-12T06:17:38Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T06:17:38Z,no,no,no,,,
3065,issue,TypeError: undefined is not an object (evaluating 'result.content.filter'),antekone,User,NONE,closed,2026-04-12T07:14:07Z,2026-04-12T07:14:16Z,2026-04-12T09:14:00Z,0.003,yes,1,bug|last read,https://github.com/earendil-works/pi/issues/3065,github-actions[bot],2026-04-12T07:14:16Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T07:14:16Z,no,no,no,,,
3067,issue,Add resumeScope setting to control default tab in session resume picker,magnificent-salmon,User,NONE,closed,2026-04-12T08:41:39Z,2026-04-12T08:41:48Z,2026-04-15T05:52:28Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3067,github-actions[bot],2026-04-12T08:41:48Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T08:41:48Z,no,no,no,,,
3068,issue,fix(coding-agent): minor efficiency update for core/session-manager,yaosongding,User,NONE,closed,2026-04-12T08:51:43Z,2026-04-12T08:51:52Z,2026-04-12T08:52:56Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3068,github-actions[bot],2026-04-12T08:51:52Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T08:51:52Z,no,no,no,,,
3070,issue,Creating and resuming named sessions on launch,justinfrench,User,NONE,closed,2026-04-12T11:18:36Z,2026-04-12T11:18:47Z,2026-04-12T11:18:47Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3070,github-actions[bot],2026-04-12T11:18:47Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T11:18:47Z,no,no,no,,,
3071,issue,Extension API for composable tool render middleware,sandiiarov,User,NONE,closed,2026-04-12T13:33:59Z,2026-04-12T13:34:07Z,2026-04-12T13:34:07Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3071,github-actions[bot],2026-04-12T13:34:07Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T13:34:07Z,no,no,no,,,
3073,issue,"Standardize .pi usage, preserve shared extension compatibility, and harden tool-call replay",digi4care,User,NONE,closed,2026-04-12T14:09:40Z,2026-04-12T14:09:53Z,2026-04-13T08:49:15Z,0.004,yes,3,,https://github.com/earendil-works/pi/issues/3073,github-actions[bot],2026-04-12T14:09:53Z,13,yes,,,no,,,no,closed:github-actions[bot]:2026-04-12T14:09:53Z,no,no,no,,,
3074,issue,PI_PACKAGE_DIR not used for some assets when compiled with bun,fmoda3,User,NONE,closed,2026-04-12T14:18:41Z,2026-04-16T22:38:45Z,2026-04-16T22:38:45Z,104.334,no,2,bug|inprogress,https://github.com/earendil-works/pi/issues/3074,github-actions[bot],2026-04-12T14:18:51Z,10,yes,badlogic,2026-04-13T08:48:15Z,yes,badlogic,2026-04-16T22:38:45Z,yes,closed:github-actions[bot]:2026-04-12T14:18:51Z|reopened:badlogic:2026-04-13T08:48:15Z|closed:badlogic:2026-04-16T22:38:45Z,yes,yes,no,e5f86f25f2ec0ad9f3fbf9897ec6a8d627ef6261@2026-04-17T00:38:34+02:00,,reopened:2026-04-13T08:48:15Z:badlogic|main_commit:e5f86f25f2ec0ad9f3fbf9897ec6a8d627ef6261:2026-04-17T00:38:34+02:00
3078,issue,fix(openai-responses): strip partialJson from tool-call blocks after finalization,emanuelcasco,User,NONE,closed,2026-04-12T21:05:21Z,2026-04-14T17:00:29Z,2026-04-14T17:00:29Z,43.919,no,2,,https://github.com/earendil-works/pi/issues/3078,github-actions[bot],2026-04-12T21:05:30Z,9,yes,badlogic,2026-04-13T08:45:38Z,yes,mitsuhiko,2026-04-14T17:00:29Z,yes,closed:github-actions[bot]:2026-04-12T21:05:30Z|reopened:badlogic:2026-04-13T08:45:38Z|closed:mitsuhiko:2026-04-14T17:00:29Z,yes,yes,no,e2b40dfc8198589f548f409d6986875655168fc4@2026-04-14T18:56:53+02:00,,reopened:2026-04-13T08:45:38Z:badlogic|main_commit:e2b40dfc8198589f548f409d6986875655168fc4:2026-04-14T18:56:53+02:00
3082,issue,coding-agent: retry countdown message is static,crjm,User,NONE,closed,2026-04-13T01:41:41Z,2026-04-13T01:41:52Z,2026-04-13T01:41:52Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3082,github-actions[bot],2026-04-13T01:41:52Z,11,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T01:41:52Z,no,no,no,,,
3083,issue,pi-tui: spinner row leaks into scrollback and is not cleared on stop(),ssc806,User,NONE,closed,2026-04-13T02:48:11Z,2026-04-15T19:07:54Z,2026-04-15T19:07:54Z,64.329,no,3,,https://github.com/earendil-works/pi/issues/3083,github-actions[bot],2026-04-13T02:48:21Z,10,yes,badlogic,2026-04-13T08:45:13Z,yes,badlogic,2026-04-15T19:07:54Z,yes,closed:github-actions[bot]:2026-04-13T02:48:21Z|reopened:badlogic:2026-04-13T08:45:13Z|closed:badlogic:2026-04-15T19:07:54Z,yes,no,no,,,reopened:2026-04-13T08:45:13Z:badlogic
3084,issue,Bug: executeToolCallsParallel loses tool results when afterToolCall hook throws,wujiaming88,User,NONE,closed,2026-04-13T02:50:16Z,2026-04-16T21:51:40Z,2026-04-16T21:51:40Z,91.023,no,3,possibly-openclaw-clanker,https://github.com/earendil-works/pi/issues/3084,github-actions[bot],2026-04-13T02:50:25Z,9,yes,badlogic,2026-04-13T08:43:01Z,yes,badlogic,2026-04-16T21:51:40Z,yes,closed:github-actions[bot]:2026-04-13T02:50:25Z|reopened:badlogic:2026-04-13T08:43:01Z|closed:badlogic:2026-04-16T21:51:40Z,yes,yes,no,b9cd557d1d6773abc4e1ddc22c4758b9ecda2c0c@2026-04-16T23:51:38+02:00,,reopened:2026-04-13T08:43:01Z:badlogic|main_commit:b9cd557d1d6773abc4e1ddc22c4758b9ecda2c0c:2026-04-16T23:51:38+02:00
3085,issue,https://github.com/badlogic/pi-mono/issues?q=enabledProviders,syabro,User,NONE,closed,2026-04-13T03:30:40Z,2026-04-13T03:30:53Z,2026-04-13T03:30:53Z,0.004,yes,1,,https://github.com/earendil-works/pi/issues/3085,github-actions[bot],2026-04-13T03:30:53Z,13,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T03:30:53Z,no,no,no,,,
3086,issue,Add async-tasks example extension,a120209520,User,NONE,closed,2026-04-13T04:05:21Z,2026-04-13T04:05:31Z,2026-04-13T04:05:31Z,0.003,yes,1,,https://github.com/earendil-works/pi/issues/3086,github-actions[bot],2026-04-13T04:05:31Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T04:05:31Z,no,no,no,,,
3087,issue,fix(openai-responses): strip partialJson from tool-call blocks after finalization,emanuelcasco,User,NONE,closed,2026-04-13T06:32:41Z,2026-04-13T12:23:49Z,2026-04-13T12:23:50Z,5.852,no,2,,https://github.com/earendil-works/pi/issues/3087,github-actions[bot],2026-04-13T06:32:51Z,10,yes,badlogic,2026-04-13T08:40:29Z,yes,emanuelcasco,2026-04-13T12:23:50Z,yes,closed:github-actions[bot]:2026-04-13T06:32:51Z|reopened:badlogic:2026-04-13T08:40:29Z|closed:emanuelcasco:2026-04-13T12:23:50Z,yes,no,no,,,reopened:2026-04-13T08:40:29Z:badlogic
3088,issue,Allow passing inline extension factories to main(),pmateusz,User,CONTRIBUTOR,closed,2026-04-13T07:01:30Z,2026-04-14T18:26:09Z,2026-04-14T18:26:09Z,35.411,no,3,inprogress,https://github.com/earendil-works/pi/issues/3088,github-actions[bot],2026-04-13T07:01:43Z,13,yes,badlogic,2026-04-13T08:41:05Z,yes,badlogic,2026-04-14T18:26:09Z,yes,closed:github-actions[bot]:2026-04-13T07:01:43Z|reopened:badlogic:2026-04-13T08:41:05Z|closed:badlogic:2026-04-14T18:26:09Z,yes,yes,no,,3099@2026-04-14T18:26:08Z,reopened:2026-04-13T08:41:05Z:badlogic|merged_pr:3099:2026-04-14T18:26:08Z
3089,issue,Add option to *not* set default settings in `pi.setModel()` and `pi.setThinkingLevel()` extension API,igor-makarov,User,NONE,closed,2026-04-13T07:02:58Z,2026-04-13T07:03:11Z,2026-04-13T07:03:11Z,0.004,yes,1,,https://github.com/earendil-works/pi/issues/3089,github-actions[bot],2026-04-13T07:03:11Z,13,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T07:03:11Z,no,no,no,,,
3090,issue,coding-agent: user message block missing bottom padding in some terminals,windedge,User,NONE,closed,2026-04-13T07:14:38Z,2026-04-16T22:27:02Z,2026-04-16T22:27:02Z,87.207,no,2,inprogress,https://github.com/earendil-works/pi/issues/3090,github-actions[bot],2026-04-13T07:14:49Z,11,yes,badlogic,2026-04-13T08:38:56Z,yes,badlogic,2026-04-16T22:27:03Z,yes,closed:github-actions[bot]:2026-04-13T07:14:49Z|reopened:badlogic:2026-04-13T08:38:56Z|closed:badlogic:2026-04-16T22:27:03Z,yes,yes,no,b0490310c3edcade447ee9c66a844629bfbc02cd@2026-04-17T00:22:39+02:00,,reopened:2026-04-13T08:38:56Z:badlogic|main_commit:b0490310c3edcade447ee9c66a844629bfbc02cd:2026-04-17T00:22:39+02:00
3093,issue,`/reload` command causes constant CPU use,kommen,User,NONE,closed,2026-04-13T08:04:14Z,2026-04-14T14:49:09Z,2026-04-14T14:49:09Z,30.749,no,2,bug,https://github.com/earendil-works/pi/issues/3093,github-actions[bot],2026-04-13T08:04:25Z,11,yes,badlogic,2026-04-13T08:41:46Z,yes,mitsuhiko,2026-04-14T14:49:10Z,yes,closed:github-actions[bot]:2026-04-13T08:04:25Z|reopened:badlogic:2026-04-13T08:41:46Z|closed:mitsuhiko:2026-04-14T14:49:10Z,yes,yes,no,64a0a74d37c5b9b615339079d75638a2e36d8427@2026-04-14T16:48:54+02:00,,reopened:2026-04-13T08:41:46Z:badlogic|main_commit:64a0a74d37c5b9b615339079d75638a2e36d8427:2026-04-14T16:48:54+02:00
3094,issue,Loader spinner ticking +  tall ui.custom diallog -> heavy flickering,Mic92,User,NONE,closed,2026-04-13T08:13:52Z,2026-04-14T20:04:28Z,2026-04-14T20:04:40Z,35.843,no,6,bug,https://github.com/earendil-works/pi/issues/3094,github-actions[bot],2026-04-13T08:14:01Z,9,yes,badlogic,2026-04-13T08:38:10Z,yes,Mic92,2026-04-14T20:04:29Z,yes,closed:github-actions[bot]:2026-04-13T08:14:01Z|reopened:badlogic:2026-04-13T08:38:10Z|closed:Mic92:2026-04-14T20:04:29Z,yes,no,no,,,reopened:2026-04-13T08:38:10Z:badlogic
3095,issue,Custom OpenAI-compatible providers from models.json cannot be called,mmsami,User,NONE,closed,2026-04-13T08:47:12Z,2026-04-13T08:47:26Z,2026-04-13T08:47:26Z,0.004,yes,1,bug,https://github.com/earendil-works/pi/issues/3095,github-actions[bot],2026-04-13T08:47:26Z,14,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T08:47:26Z,no,no,no,,,
3096,issue,"Mistral Small 4 throws ""Reasoning prompt mode is not enabled for this model""",ouvreboite,User,NONE,closed,2026-04-13T09:44:51Z,2026-04-13T09:45:00Z,2026-04-13T09:45:00Z,0.003,yes,1,bug,https://github.com/earendil-works/pi/issues/3096,github-actions[bot],2026-04-13T09:45:00Z,9,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T09:45:00Z,no,no,no,,,
3098,issue,Ability to disable TMUX warning,mblarsen,User,NONE,closed,2026-04-13T09:53:01Z,2026-04-13T09:53:11Z,2026-04-13T09:56:02Z,0.003,yes,2,,https://github.com/earendil-works/pi/issues/3098,github-actions[bot],2026-04-13T09:53:11Z,10,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T09:53:11Z,no,no,no,,,
3100,issue,npm audit: basic-ftp 5.2.0 CRLF injection (via proxy-agent → get-uri) — high severity,harlley,User,NONE,closed,2026-04-13T10:39:39Z,2026-04-13T10:39:51Z,2026-04-13T10:39:51Z,0.003,yes,1,possibly-openclaw-clanker,https://github.com/earendil-works/pi/issues/3100,github-actions[bot],2026-04-13T10:39:51Z,12,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T10:39:51Z,no,no,no,,,
3101,issue,Bug: Python 3.14+ Smart Console features cause infinite recursive error loop and hang on Windows consoles (WinError 123),Carxofa3,User,NONE,closed,2026-04-13T11:18:44Z,2026-04-13T11:18:52Z,2026-04-13T11:18:52Z,0.002,yes,1,,https://github.com/earendil-works/pi/issues/3101,github-actions[bot],2026-04-13T11:18:52Z,8,yes,,,no,,,no,closed:github-actions[bot]:2026-04-13T11:18:52Z,no,no,no,,,
